losa_id,receptor,id,area_m2,peso_propio_kN,G_kN,Q_kN
1000072,beam,616,6.25,22.9843359375,38.920142,24.4706563125
1000072,beam,624,6.25,22.9843359375,38.920142,24.4706563125
1000073,beam,624,6.25,22.9843359375,38.920142,30.64578125
1000073,beam,631,6.25,22.9843359375,38.920142,18.38746875
1000073,beam,639,16.0,58.83989999999999,99.635564,54.4269075
1000073,beam,644,16.0,58.83989999999999,99.635564,54.4269075
1000074,beam,331,11.1858,41.13570958875,69.656468,54.847612784999995
1000074,beam,338,4.2436,15.605812477499997,26.425843,20.731135501249998
1000074,beam,341,4.2436,15.605812477499997,26.425843,20.777104188749995
1000074,beam,616,7.467157,27.460423197768748,46.499645,35.398295162877
1000074,beam,617,3.718643,13.675286390981249,23.156823,17.628345284623
1000075,beam,334,11.875,43.67023828125,73.94827,46.5815875
1000075,beam,339,11.875,43.67023828125,73.94827,46.5815875
1000075,beam,617,3.1125,11.446199296874996,19.382231,12.20927925
1000075,beam,618,3.1375,11.538136640625,19.537911,12.307345750000001
1000075,beam,625,6.25,22.9843359375,38.920142,24.516625
1000076,beam,625,6.25,22.9843359375,38.920142,30.64578125
1000076,beam,632,6.25,22.9843359375,38.920142,18.38746875
1000076,beam,640,16.0,58.83989999999999,99.635564,54.4269075
1000076,beam,644,16.0,58.83989999999999,99.635564,54.4269075
1000077,beam,242,1.5129,5.563680294375,9.421166000000001,7.387594611249999
1000077,beam,243,1.5129,5.563680294375,9.421166000000001,7.387594611249999
1000077,beam,245,4.6371,17.052906268125,28.876255,22.7372083575
1000077,beam,619,4.6371,17.052906268125,28.876255,21.57266867
1000078,beam,334,11.875,43.67023828125,73.94827,46.5815875
1000078,beam,340,11.875,43.67023828125,73.94827,46.5815875
1000078,beam,619,6.25,22.9843359375,38.920142,24.516625
1000078,beam,626,6.25,22.9843359375,38.920142,24.516625
