piso,bloque,z_m,nodo,x_m,y_m,G_kN,Q_kN,peso_sismico_kN,masa_t
3,LT1,11.88,301101,10.0,7.25,559.0641226500001,189.86562451875,653.9969349093751,66.68912777649606
3,LT1,11.88,301201,20.0,7.25,452.8625156499999,156.17090125,530.9479662749999,54.141624945827566
3,LT1,11.88,301301,30.0,7.25,452.8625156499999,156.17090125,530.9479662749999,54.141624945827566
3,LT1,11.88,301401,40.0,7.25,452.8625156499999,156.17090125,530.9479662749999,54.141624945827566
3,LT1,11.88,301451,45.0,7.25,313.04947415,87.23505507499998,356.6670016875,36.369912425496985
3,LT1,11.88,302001,0.0,16.15,328.72607915000003,86.195550175,371.82385423750003,37.91548125379207
3,LT1,11.88,302101,10.0,16.15,441.35392214999996,120.72353899375,501.715691646875,51.16076250777534
3,LT1,11.88,302201,20.0,16.15,329.75841314999997,84.09202375000001,371.804425025,37.91350002549291
3,LT1,11.88,302301,30.0,16.15,329.75841314999997,84.09202375000001,371.804425025,37.91350002549291
3,LT1,11.88,302401,40.0,16.15,329.75841314999997,84.09202375000001,371.804425025,37.91350002549291
3,LT1,11.88,302451,45.0,16.15,223.16233365,46.782623825,246.55364556249998,25.141474974889487
3,LT1,11.88,612004,-0.25,4.35,80.3706,28.341218224062498,94.54120911203124,9.64052037260749
